,valid_miles,transport_type,weight,pickup_date,origin_kma,destination_kma,predicted_rate,predicted_rate_2
1212,179.2307,KFEGT,41755.0,2022-09-27 08:42:00,CFBLH,YPKAJ,5.664760233486556,4.5179
1213,526.7846,MKPFX,12765.75,2022-09-27 08:42:00,AQUVM,GRIOF,4.712650065587345,4.712650065587345
1214,526.7846,MKPFX,7436.25,2022-09-27 08:42:00,AQUVM,GRIOF,4.712650065587345,4.712650065587345
1215,573.7499,MKPFX,39950.0,2022-09-27 08:42:00,PEXPT,HBILN,3.6860405458693517,3.6977
1216,278.2877,KFEGT,12210.95,2022-09-27 08:42:00,EJLNQ,OXDKT,4.830225535646828,4.830225535646828
1217,135.238,MKPFX,41069.1,2022-09-27 08:42:00,NFSLJ,NTODX,5.273073913229906,5.273073913229906
1218,174.5671,MKPFX,13379.45,2022-09-27 08:42:00,HHUHT,MJGXM,6.214952753713039,6.214952753713039
1219,434.6429,MKPFX,40900.0,2022-09-27 08:42:00,NUTZC,NSBMC,5.245866770173118,5.2506
1220,366.816,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,OXDKT,5.702719543307542,5.702719543307542
1221,393.7652,MKPFX,39950.0,2022-09-27 08:42:00,DUXGP,UKOGN,4.551432358995736,4.5179
1222,650.192,MKPFX,39950.0,2022-09-27 08:42:00,QGHCU,EKGTE,2.926373275292811,3.0332
1223,668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9443881105408067,3.9087
1224,660.9877,MKPFX,17150.0,2022-09-27 08:42:00,IUNUS,HQWLT,5.337691737633197,5.337691737633197
1225,668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9443881105408067,3.9087
1226,117.616,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,12.139502875035145,12.139502875035145
1227,668.348,GJROY,27885.0,2022-09-27 08:42:00,QUERU,NTODX,3.9443881105408067,3.9087
1228,109.695,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.301207332785497,11.301207332785497
1229,205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.4041309517421245,6.4041309517421245
1230,650.192,MKPFX,39950.0,2022-09-27 08:42:00,QGHCU,EKGTE,2.926373275292811,3.0332
1231,552.3721,MKPFX,39950.0,2022-09-27 08:42:00,IZYJN,RMBXT,4.581435653455961,4.581435653455961
1232,885.508,GJROY,38050.0,2022-09-27 08:42:00,QUERU,UKOGN,5.825573331188025,5.5355
1233,976.9378,MKPFX,38634.25,2022-09-27 08:42:00,TXLFD,KMMBI,3.890534836378494,3.890534836378494
1234,776.75,MKPFX,12820.85,2022-09-27 08:42:00,LMLEC,VCEUE,5.323648791176381,5.323648791176381
1235,194.245,MKPFX,33300.0,2022-09-27 08:42:00,NUTZC,RONUZ,4.507268171406836,4.5895
1236,453.947,MKPFX,20262.2,2022-09-27 08:42:00,QUERU,QWBPO,2.253163106994308,1.9833
1237,544.905,MKPFX,8676.95,2022-09-27 08:42:00,CBZDP,NTODX,3.5023425900406684,3.5107
1238,1802.2881,MKPFX,8133.55,2022-09-27 08:42:00,OCJCF,TVZUE,5.289633306764743,5.0882
1239,748.715,MKPFX,39950.0,2022-09-27 08:42:00,LFUHN,EKGTE,2.014397843329845,2.0396
1240,748.715,MKPFX,39950.0,2022-09-27 08:42:00,LFUHN,EKGTE,2.014397843329845,2.0396
1241,843.7047,MKPFX,39950.0,2022-09-27 08:42:00,DNDBK,EKGTE,2.4972733508496088,2.4669
1242,393.7652,MKPFX,39950.0,2022-09-27 08:42:00,DUXGP,UKOGN,4.551432358995736,4.5179
1243,285.9862,MKPFX,20682.1,2022-09-27 08:42:00,DUXGP,NPCXM,5.539207397021233,5.539207397021233
1244,285.9862,MKPFX,20682.1,2022-09-27 08:42:00,DUXGP,NPCXM,5.539207397021233,5.539207397021233
1245,366.1485,MKPFX,41047.25,2022-09-27 08:42:00,JESUD,QWBPO,6.661026952975611,6.661026952975611
1246,608.7269,MKPFX,14300.0,2022-09-27 08:42:00,KPOER,DNDBK,5.335138761118299,5.335138761118299
1247,1205.196,MKPFX,40425.0,2022-09-27 08:42:00,OMSVL,YFPKE,4.036027950518492,4.036027950518492
1248,823.564,MKPFX,40425.0,2022-09-27 08:42:00,OMSVL,DUXGP,5.811877517037064,5.811877517037064
1249,538.2211,MKPFX,18853.35,2022-09-27 08:42:00,RMBXT,IZYJN,5.161855616600859,4.9248
1250,538.2211,MKPFX,39950.0,2022-09-27 08:42:00,RMBXT,IZYJN,5.161855616600859,4.9248
1251,133.4491,MKPFX,39950.0,2022-09-27 08:42:00,NTODX,HBILN,9.095172347878469,9.095172347878469
1252,1020.3253,KFEGT,5370.0,2022-09-27 08:42:00,DNDBK,ZSLFG,3.217486967815965,3.217486967815965
1253,313.2202,MKPFX,39950.0,2022-09-27 08:42:00,OUHDS,KWGZQ,6.101990915083859,6.101990915083859
1254,2310.9231,GJROY,39950.0,2022-09-27 08:42:00,RONUZ,OQOLJ,5.200792085005141,5.200792085005141
1255,2310.9231,GJROY,39950.0,2022-09-27 08:42:00,RONUZ,OQOLJ,5.200792085005141,5.200792085005141
1256,327.1398,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,ZYKLC,8.592815357958116,8.592815357958116
1257,1973.9869,GJROY,32654.95,2022-09-27 08:42:00,HTFOW,RJGHA,6.103261718119004,6.2157
1258,551.491,MKPFX,39950.0,2022-09-27 08:42:00,OKWUS,EKGTE,2.2447785299317005,2.219
1259,434.6429,MKPFX,40900.0,2022-09-27 08:42:00,NUTZC,NSBMC,5.245866770173118,5.2506
1260,841.8446,MKPFX,30437.65,2022-09-27 08:42:00,QWBPO,VCEUE,4.281206415455817,4.281206415455817
1261,559.3408,MKPFX,22248.65,2022-09-27 08:42:00,LKTOK,GRIOF,5.352635123011459,5.352635123011459
1262,841.8446,MKPFX,30437.65,2022-09-27 08:42:00,QWBPO,VCEUE,4.281206415455817,4.281206415455817
1263,636.7886,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,QGIHN,6.936288295074098,6.936288295074098
1264,636.7886,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,QGIHN,6.936288295074098,6.936288295074098
1265,703.9124,KFEGT,43275.0,2022-09-27 08:42:00,UKWZA,MJGXM,3.7653675247252396,3.7653675247252396
1266,641.915,MKPFX,42800.0,2022-09-27 08:42:00,IZYJN,JESUD,3.340206115813336,3.340206115813336
1267,429.472,MKPFX,20539.6,2022-09-27 08:42:00,QWBPO,CUZBH,5.096891386105782,5.096891386105782
1268,2350.448,MKPFX,40040.25,2022-09-27 08:42:00,HRQLD,QUERU,5.175621291442751,5.175621291442751
1269,207.5772,MKPFX,40476.3,2022-09-27 08:42:00,TXLFD,IUNUS,5.918773693004107,5.0721
1270,181.9897,KFEGT,45650.0,2022-09-27 08:42:00,NPCXM,CXAKM,6.085658072013419,6.085658072013419
1271,2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.601622539973267,2.7394
1272,2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.601622539973267,2.7394
1273,2090.2655,MKPFX,19050.0,2022-09-27 08:42:00,MJGXM,RONUZ,2.601622539973267,2.7394
1274,336.9476,MKPFX,19050.0,2022-09-27 08:42:00,EWHXH,NPCXM,4.779708971969365,4.8315
1275,336.9476,MKPFX,19050.0,2022-09-27 08:42:00,EWHXH,NPCXM,4.779708971969365,4.8315
1276,205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.4041309517421245,6.4041309517421245
1277,536.9929,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,LFUHN,6.604159145029046,6.604159145029046
1278,205.281,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,MJGXM,6.4041309517421245,6.4041309517421245
1279,694.87,MKPFX,10690.0,2022-09-27 08:42:00,UKWZA,ZSLFG,5.769936259395987,5.8748
1280,2420.2773,MKPFX,17777.0,2022-09-27 08:42:00,AWWEE,QUERU,4.88989569608081,4.88989569608081
1281,341.2285,MKPFX,19778.65,2022-09-27 08:42:00,QWBPO,OQOLJ,8.435510051267121,8.435510051267121
1282,95.366,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,13.08808184255072,12.6143
1283,1024.1789,MKPFX,39190.0,2022-09-27 08:42:00,NPCXM,OKPES,3.1585968818579095,3.1585968818579095
1284,1171.4294,MKPFX,10663.4,2022-09-27 08:42:00,NSBMC,VCEUE,5.46121312116969,5.46121312116969
1285,145.473,GJROY,17150.0,2022-09-27 08:42:00,QGHCU,OIANS,10.43657146539444,10.5491
1286,806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
1287,227.1661,MKPFX,41996.3,2022-09-27 08:42:00,QGHCU,ZSZDM,8.541362401988836,8.541362401988836
1288,231.091,MKPFX,14300.0,2022-09-27 08:42:00,VFWTB,JESUD,4.178373598635016,4.2154
1289,514.3602,MKPFX,42325.0,2022-09-27 08:42:00,NPCXM,PEXPT,5.769659672616569,5.7086
1290,2512.072,MKPFX,11394.9,2022-09-27 08:42:00,QUERU,NUTZC,2.6002756021093423,2.6002756021093423
1291,377.5939,MKPFX,27638.0,2022-09-27 08:42:00,HRQLD,NUTZC,6.3476268240087945,6.3476268240087945
1292,377.5939,MKPFX,27638.0,2022-09-27 08:42:00,HRQLD,NUTZC,6.3476268240087945,6.3476268240087945
1293,806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
1294,806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
1295,806.0132,MKPFX,12933.9,2022-09-27 08:42:00,RCDSS,OKWUS,4.431406139298875,4.4587
1296,379.098,MKPFX,19050.0,2022-09-27 08:42:00,PNBXA,YPKAJ,3.878221411661934,3.878221411661934
1297,715.7405,MKPFX,39950.0,2022-09-27 08:42:00,MJJOV,JHFLR,5.094852978036724,5.094852978036724
1298,144.672,MKPFX,35200.0,2022-09-27 08:42:00,UOIXN,UXLVW,6.854705626301132,7.0998
1299,295.4113,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,ZSZDM,8.489068247833776,8.489068247833776
1300,611.477,MKPFX,22194.5,2022-09-27 08:42:00,XNCMK,VCEUE,5.625569660417077,5.625569660417077
1301,303.1899,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,DLGVW,5.946569251056947,5.946569251056947
1302,543.036,MKPFX,38050.0,2022-09-27 08:42:00,QCLHO,DRRUD,4.302839336285828,4.302839336285828
1303,1331.6205,KFEGT,43142.0,2022-09-27 08:42:00,XAYQS,TXLFD,2.7537034259367923,2.7537034259367923
1304,2477.1039,MKPFX,40623.55,2022-09-27 08:42:00,AQUVM,BKBAJ,3.471037219351145,3.471037219351145
1305,38.6196,MKPFX,33860.5,2022-09-27 08:42:00,AWWEE,AWWEE,19.466632849228045,19.466632849228045
1306,1558.17,GJROY,38050.0,2022-09-27 08:42:00,QGHCU,ZSLFG,3.8229462008834814,3.8229462008834814
1307,432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.06843105180467,4.0541
1308,432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.06843105180467,4.0541
1309,432.231,MKPFX,22536.5,2022-09-27 08:42:00,RCDSS,FPZNC,4.06843105180467,4.0541
1310,598.4207,MKPFX,20000.0,2022-09-27 08:42:00,MJGXM,GRIOF,3.9030975836478063,3.5457
1311,349.995,MKPFX,7118.0,2022-09-27 08:42:00,YXTDU,QUERU,7.974654787959563,7.9091
1312,396.987,GJROY,39950.0,2022-09-27 08:42:00,PEXPT,LHDSM,6.978270587464466,6.9775
1313,111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.490867452259558,11.5723
1314,111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.490867452259558,11.5723
1315,111.208,MKPFX,33300.0,2022-09-27 08:42:00,PEXPT,QGHCU,11.490867452259558,11.5723
1316,521.7205,MKPFX,13427.9,2022-09-27 08:42:00,YXTDU,MJGXM,6.0871708563177345,6.0871708563177345
1317,422.6546,MKPFX,15660.4,2022-09-27 08:42:00,YXTDU,NPCXM,5.338859673829501,5.338859673829501
1318,639.2361,MKPFX,12946.25,2022-09-27 08:42:00,DUXGP,QUERU,6.20351652353137,6.3846
1319,613.168,MKPFX,39950.0,2022-09-27 08:42:00,EKGTE,QGIHN,6.729679677696773,6.729679677696773
1320,735.4362,MKPFX,20950.0,2022-09-27 08:42:00,QUERU,MJGXM,3.9594621521533577,3.7751
1321,698.4478,KFEGT,43560.0,2022-09-27 08:42:00,MJGXM,VKUUR,3.5865003850999546,3.5865003850999546
1322,453.947,MKPFX,10148.5,2022-09-27 08:42:00,QWBPO,QUERU,6.6877096679435475,6.6877096679435475
1323,2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.053679900325063,5.053679900325063
1324,789.7173,MKPFX,37100.0,2022-09-27 08:42:00,MJJOV,PEXPT,6.4828880075056965,6.412
1325,2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.053679900325063,5.053679900325063
1326,491.327,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,UKWZA,4.094358172669143,4.094358172669143
1327,491.327,MKPFX,40900.0,2022-09-27 08:42:00,IAZJQ,UKWZA,4.094358172669143,4.094358172669143
1328,682.143,MKPFX,42099.85,2022-09-27 08:42:00,LFUHN,VJBFX,2.6366375332760406,2.633
1329,682.143,MKPFX,41628.65,2022-09-27 08:42:00,LFUHN,VJBFX,2.6171108741282856,2.6171108741282856
1330,523.0555,MKPFX,42377.25,2022-09-27 08:42:00,LFUHN,FKQGG,2.344820387934946,2.344820387934946
1331,1769.0911,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,AWWEE,2.8155420261568302,2.8155420261568302
1332,1520.514,MKPFX,11244.8,2022-09-27 08:42:00,NTODX,NSBMC,3.741937311990131,3.741937311990131
1333,1451.281,MKPFX,33254.4,2022-09-27 08:42:00,OUHDS,YFPKE,2.323384103526948,2.4227
1334,723.528,MKPFX,42331.65,2022-09-27 08:42:00,LFUHN,RCDSS,1.910913258810381,1.8058
1335,46.3537,MKPFX,42800.0,2022-09-27 08:42:00,LHDSM,LHDSM,18.526902388767418,18.526902388767418
1336,1752.7507,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,AWWEE,2.9388673792384856,2.9388673792384856
1337,532.712,MKPFX,40042.15,2022-09-27 08:42:00,FPZNC,OMUOI,6.174770313081936,6.174770313081936
1338,419.2726,MKPFX,38544.0,2022-09-27 08:42:00,DNDBK,IAZJQ,1.899186820922893,1.899186820922893
1339,1784.1765,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,WMWKO,3.1788218900060894,3.1788218900060894
1340,2407.4792,KFEGT,38050.0,2022-09-27 08:42:00,AWWEE,OKWUS,5.053679900325063,5.053679900325063
1341,1133.3374,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,LFUHN,6.205128218121061,6.205128218121061
1342,1240.6803,MKPFX,11257.15,2022-09-27 08:42:00,NTODX,URQTI,5.914436894005239,5.914436894005239
1343,1200.8885,MKPFX,35916.3,2022-09-27 08:42:00,OUHDS,NPCXM,2.4889089898633556,2.5867
1344,241.86,MKPFX,14374.1,2022-09-27 08:43:16,VCEUE,OMSVL,3.3270384342466572,3.3270384342466572
1345,238.5581,MKPFX,14070.1,2022-09-27 08:45:27,VCEUE,OMSVL,3.7102260627408077,3.7111
1346,455.46,MKPFX,11450.0,2022-09-27 10:42:00,RUEXZ,KWGZQ,7.229509850544632,7.229509850544632
1347,254.409,MKPFX,28342.9,2022-09-27 10:42:00,NTQBJ,NTODX,4.075693950851609,4.075693950851609
1348,544.905,MKPFX,5599.9,2022-09-27 10:42:00,CBZDP,NTODX,3.5023425900406684,3.5107
1349,38.3882,MKPFX,39016.1129,2022-09-27 10:57:00,QGHCU,PEXPT,21.340561838318926,21.340561838318926
1350,186.413,MKPFX,14503.3,2022-09-27 11:42:00,VRVHM,HECXW,6.714914117646369,6.6792
1351,1205.1693,MKPFX,11104.238,2022-09-27 11:42:00,IZYJN,DNDBK,2.83018481493871,2.7131
1352,162.116,MKPFX,39067.45,2022-09-27 11:42:00,FPZNC,NTODX,5.476195265519922,5.476195265519922
1353,34.846,MKPFX,23059.0,2022-09-27 11:42:00,OQOLJ,QUERU,17.615478193181843,17.7777
1354,85.7629,MKPFX,7471.4,2022-09-27 11:42:00,OQOLJ,QUERU,7.417504254771256,7.7602
1355,188.015,MKPFX,30355.0,2022-09-27 11:42:00,SZJLZ,NTODX,4.956371394017231,4.956371394017231
1356,256.7586,MKPFX,19278.2858,2022-09-27 12:12:00,XNCMK,MJJOV,4.681861061624398,4.681861061624398
1357,1248.8415,MKPFX,17459.3381,2022-09-27 12:42:00,HRQLD,UKWZA,7.3572168135308065,7.3572168135308065
1358,556.6619,MKPFX,4917.8,2022-09-27 12:42:00,GKKOS,VCEUE,4.397208139565422,4.397208139565422
1359,146.363,MKPFX,29516.15,2022-09-27 12:42:00,RJGHA,QUERU,6.756256514819668,6.756256514819668
1360,113.255,MKPFX,23267.05,2022-09-27 12:42:00,OKWUS,QUERU,5.8443452850853745,5.8965
1361,108.894,MKPFX,28373.3,2022-09-27 12:42:00,OKWUS,QUERU,7.027706088567129,7.027706088567129
1362,107.737,MKPFX,8643.7,2022-09-27 12:42:00,GFKMC,NTODX,6.848124876424991,5.3275
1363,262.0452,MKPFX,9812.2,2022-09-27 12:42:00,ZSZDM,QUERU,3.246637859216329,3.246637859216329
1364,397.432,MKPFX,14009.3,2022-09-27 13:42:00,VCEUE,OUHDS,5.445218789836987,5.445218789836987
1365,156.242,MKPFX,39828.4,2022-09-27 13:42:00,NHDWT,NTODX,6.136912661825688,6.136912661825688
1366,233.85,MKPFX,14858.6,2022-09-27 13:42:00,VRVHM,HECXW,4.385841341128815,4.4394
1367,275.68,MKPFX,14075.8,2022-09-27 13:42:00,VRVHM,VJBFX,4.633451449254536,4.633451449254536
1368,332.284,MKPFX,13634.05,2022-09-27 13:42:00,VCEUE,PKGHG,4.4111878491615375,4.409
1369,186.413,MKPFX,14723.7,2022-09-27 13:42:00,NUTZC,QAHLZ,6.694799788981987,6.694799788981987
1370,310.3455,MKPFX,15271.85,2022-09-27 13:42:00,VCEUE,VJBFX,6.336260146722362,6.8157
1371,286.36,MKPFX,14998.25,2022-09-27 13:42:00,VCEUE,KWGZQ,5.861420877994499,5.861420877994499
1372,199.407,MKPFX,11190.65,2022-09-27 13:42:00,LMLEC,NTODX,6.3559246493521675,6.3559246493521675
1373,107.737,MKPFX,12464.6,2022-09-27 13:42:00,GFKMC,NTODX,6.421781201793142,6.421781201793142
1374,372.3874,MKPFX,14642.0,2022-09-27 13:42:00,HRQLD,NUTZC,6.298699894185152,6.298699894185152
1375,306.919,MKPFX,14293.35,2022-09-27 13:42:00,VCEUE,OUHDS,4.805006681646966,4.805006681646966
1376,260.194,MKPFX,14161.3,2022-09-27 14:12:00,GRIOF,NTODX,4.636616791508651,4.372
1377,291.077,MKPFX,15071.5522,2022-09-27 14:42:00,IZYJN,QWBPO,4.59025011553652,4.59025011553652
1378,303.804,MKPFX,14707.55,2022-09-27 14:42:00,HRQLD,KMMBI,5.355200424148331,5.0872
1379,288.14,MKPFX,32069.75,2022-09-27 14:42:00,JHFLR,QUERU,5.129236795808571,5.0797
1380,258.681,MKPFX,15213.9,2022-09-27 14:42:00,SQSHO,NTODX,4.772879013074299,4.772879013074299
1381,254.409,MKPFX,21403.15,2022-09-27 14:42:00,NTQBJ,NTODX,3.9969498761614743,3.832
1382,107.737,MKPFX,12709.7,2022-09-27 14:42:00,GFKMC,NTODX,6.728886859407472,6.728886859407472
1383,77.299,MKPFX,5412.75,2022-09-27 14:42:00,QGHCU,QUERU,8.9220972839674,8.9220972839674
1384,70.268,MKPFX,15203.45,2022-09-27 14:42:00,QGHCU,QUERU,9.252384177964935,9.064
1385,162.116,MKPFX,5335.8,2022-09-27 15:42:00,FPZNC,NTODX,5.337219758181969,4.9892
1386,447.1296,MKPFX,42800.0,2022-09-27 15:42:00,JESUD,PNBXA,7.863027620520837,7.863027620520837
1387,1010.731,MKPFX,9550.0,2022-09-27 15:42:00,HRQLD,NNJFK,6.336159011610322,5.9829
1388,156.242,MKPFX,17980.3,2022-09-27 15:42:00,NHDWT,NTODX,6.047898393214726,6.047898393214726
1389,223.882,MKPFX,33013.1,2022-09-27 15:42:00,NTQBJ,NTODX,4.203790218054321,4.3499
1390,70.268,MKPFX,14707.55,2022-09-27 15:42:00,QGHCU,QUERU,9.252384177964935,9.064
1391,269.717,MKPFX,13763.25,2022-09-27 15:42:00,HRQLD,KMMBI,5.323015543710583,5.4241
1392,315.73,MKPFX,13961.8,2022-09-27 15:42:00,VCEUE,OUHDS,4.739322512966006,4.739322512966006
1393,107.737,MKPFX,12521.6,2022-09-27 16:12:00,GFKMC,NTODX,6.848124876424991,5.3275
1394,162.116,MKPFX,6239.25,2022-09-27 16:42:00,FPZNC,NTODX,5.337219758181969,4.9892
1395,313.3982,MKPFX,10104.8,2022-09-27 16:42:00,QGHCU,PNBXA,4.882415164575456,4.882415164575456
1396,313.3982,MKPFX,11457.2196,2022-09-27 16:42:00,QGHCU,PNBXA,4.882415164575456,4.882415164575456
1397,156.242,MKPFX,31486.45,2022-09-27 16:42:00,NHDWT,NTODX,6.078111056823411,6.078111056823411
1398,259.126,MKPFX,14283.85,2022-09-27 16:42:00,CTJQI,NTODX,4.420607494424105,4.420607494424105
1399,275.413,MKPFX,13733.8,2022-09-27 16:42:00,HRQLD,KMMBI,5.215081245158071,5.3128
1400,385.239,MKPFX,14828.2,2022-09-27 16:42:00,HRQLD,OCJCF,4.734081700168688,4.6519
1401,302.38,MKPFX,15107.5,2022-09-27 16:42:00,HRQLD,KMMBI,5.506213849732751,5.9182
1402,1524.0385,MKPFX,23800.0,2022-09-27 16:42:00,KMMBI,KPOER,3.237112311508541,3.237112311508541
1403,70.268,MKPFX,15438.1,2022-09-27 16:42:00,QGHCU,QUERU,9.252384177964935,9.064
1404,223.882,MKPFX,21676.75,2022-09-27 16:42:00,NTQBJ,NTODX,4.159949827005124,4.159949827005124
1405,392.003,MKPFX,18583.9006,2022-09-27 16:42:00,QUERU,QWBPO,3.7310061588432464,3.5328
1406,164.341,MKPFX,20854.05,2022-09-27 16:42:00,FPZNC,NTODX,5.274752224819406,5.274752224819406
1407,107.737,MKPFX,10752.7,2022-09-27 16:42:00,GFKMC,NTODX,6.12786781315381,6.12786781315381
1408,625.1207,MKPFX,6757.2848,2022-09-27 16:42:00,UKWZA,MJJOV,2.723614090439512,2.723614090439512
1409,455.46,MKPFX,11668.5,2022-09-27 16:42:00,RUEXZ,KWGZQ,7.262511033513169,7.262511033513169
1410,352.487,MKPFX,5885.85,2022-09-27 16:42:00,YFPKE,MJGXM,4.171569581979721,4.171569581979721
1411,724.4625,MKPFX,39950.0,2022-09-27 16:42:00,JESUD,FKQGG,5.38211851436616,5.38211851436616
1412,933.1497,MKPFX,41850.0,2022-09-27 16:42:00,JESUD,UKOGN,5.9300224703260165,5.9300224703260165
1413,709.11,MKPFX,41850.0,2022-09-27 16:42:00,JESUD,XAYQS,7.325528173692639,7.325528173692639
1414,709.11,MKPFX,41850.0,2022-09-27 16:42:00,JESUD,XAYQS,7.325528173692639,7.325528173692639
1415,156.509,KFEGT,39950.0,2022-09-27 16:42:00,NMNUX,UKOGN,6.6194544637954005,6.6194544637954005
1416,359.2955,MKPFX,27148.75,2022-09-27 16:42:00,EWHXH,NTODX,3.995030781506375,3.995030781506375
1417,156.242,MKPFX,31570.05,2022-09-27 17:42:00,NHDWT,NTODX,6.078111056823411,6.078111056823411
1418,182.3724,MKPFX,14488.1,2022-09-27 17:42:00,NUTZC,FDBUH,5.926690054258458,5.9723
1419,235.096,MKPFX,15173.05,2022-09-27 17:42:00,VRVHM,HECXW,5.056648679544296,5.056648679544296
1420,70.268,MKPFX,14110.95,2022-09-27 17:42:00,QGHCU,QUERU,9.252384177964935,9.064
1421,579.615,MKPFX,41850.0,2022-09-27 17:42:00,IZYJN,NTODX,3.273870901795592,3.3788
1422,86.822,MKPFX,11678.0,2022-09-27 17:42:00,QGHCU,QUERU,8.69911351984956,8.69911351984956
1423,80.414,MKPFX,23296.5,2022-09-27 17:42:00,QGHCU,QUERU,8.48524314983085,7.9481
1424,745.8047,MKPFX,36150.0,2022-09-27 17:42:00,EQJKI,UOIXN,5.496796822851528,5.496796822851528
1425,579.615,MKPFX,41850.0,2022-09-27 17:42:00,IZYJN,NTODX,3.273870901795592,3.3788
1426,337.179,MKPFX,14655.3,2022-09-27 17:42:00,BQMUZ,NTODX,4.108195541517318,4.108195541517318
1427,324.452,MKPFX,14279.1,2022-09-27 17:51:42,VCEUE,IAZJQ,2.5702169216380493,2.434
1428,243.551,MKPFX,14418.75,2022-09-27 17:52:37,VCEUE,OMSVL,3.938884550954331,3.981
1429,359.9007,MKPFX,13453.55,2022-09-27 17:52:42,VCEUE,IAZJQ,2.284458378294441,2.1927
1430,70.09,MKPFX,6310.5,2022-09-27 18:12:00,OQOLJ,QUERU,8.846996150750599,8.846996150750599
1431,373.669,MKPFX,13181.85,2022-09-27 18:42:00,HRQLD,OCJCF,4.799347215271648,4.795
1432,162.116,MKPFX,37531.3,2022-09-27 18:42:00,FPZNC,NTODX,5.337219758181969,4.9892
1433,70.268,MKPFX,15387.75,2022-09-27 18:42:00,QGHCU,QUERU,9.646913592123164,9.646913592123164
1434,1945.142,GJROY,15344.05,2022-09-27 18:42:00,AWWEE,MJGXM,5.692229616358972,5.692229616358972
1435,579.615,MKPFX,41850.0,2022-09-27 18:42:00,IZYJN,NTODX,3.273870901795592,3.3788
1436,579.615,MKPFX,41850.0,2022-09-27 18:42:00,IZYJN,NTODX,3.273870901795592,3.3788
1437,210.799,MKPFX,8749.15,2022-09-27 18:42:00,IZYJN,QUERU,6.486404259371977,6.4453
1438,579.615,MKPFX,41850.0,2022-09-27 19:42:00,IZYJN,NTODX,3.273870901795592,3.3788
1439,551.847,MKPFX,22850.0,2022-09-27 19:42:00,OQOLJ,FPZNC,3.4258508039824447,3.4258508039824447
1440,670.484,MKPFX,26650.0,2022-09-27 19:42:00,OQOLJ,RUEXZ,3.9914289811961963,3.8962
1441,301.579,MKPFX,13928.55,2022-09-27 20:12:00,HRQLD,KMMBI,5.125357328479955,5.125357328479955
1442,384.438,MKPFX,14579.3,2022-09-27 20:12:00,HRQLD,OCJCF,5.099161501007858,5.099161501007858
1443,172.262,MKPFX,15080.9,2022-09-27 20:42:00,OMUOI,OXDKT,5.371043741178924,5.4504
1444,296.4259,MKPFX,7437.2,2022-09-27 20:42:00,AWWEE,NUTZC,7.481843092082218,7.481843092082218
1445,785.65,GJROY,41850.0,2022-09-27 20:42:00,NTODX,VCEUE,4.6908557009801255,4.6908557009801255
1446,1779.3172,MKPFX,38050.0,2022-09-27 21:12:00,NUTZC,JESUD,3.6108500941268753,3.4014
1447,574.6755,MKPFX,6125.25,2022-09-27 21:12:00,OKWUS,DRRUD,3.0560705844329505,2.8397
1448,981.726,MKPFX,9550.0,2022-09-27 21:12:00,QGHCU,RCDSS,3.203567551180518,3.163
1449,243.4175,MKPFX,13737.6,2022-09-27 21:27:00,XNCMK,MJJOV,6.4788844515892805,6.4788844515892805
1450,560.569,MKPFX,12431.35,2022-09-27 21:42:00,EWHXH,OKWUS,6.380461954448771,6.380461954448771
